id_cliente,churn,genero,idoso,parceiro,dependentes,tempo_contrato,servico_telefonico,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivos,suporte_tecnico,streaming_tv,streaming_filmes,contrato,fatura_online,metodo_pagamento,cobrança_mensal,cobrança_total,contas_diarias
2812-REYAT,não,feminino,0,sim,não,49,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,sim,transferência bancária (automática),20.05,923.1,0.67
2812-SFXMJ,não,masculino,0,não,sim,1,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,20.05,20.05,0.67
2815-CPTUL,sim,masculino,1,não,não,5,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque postal,70.25,331.9,2.34
2817-LVCPP,não,feminino,0,não,não,50,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cartão de crédito (automático),19.4,1023.95,0.65
2817-NTQDO,sim,masculino,0,não,não,13,não,sem serviço telefônico,dsl,sim,não,não,sim,sim,não,mensal,sim,cartão de crédito (automático),45.55,597.0,1.52
2819-GWENI,não,feminino,0,sim,sim,28,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,não,cheque postal,19.9,543.0,0.66
2821-WARNZ,não,feminino,0,não,sim,49,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,não,cartão de crédito (automático),19.45,921.3,0.65
2823-LKABH,não,feminino,0,não,não,18,sim,sim,fibra ótica,não,não,sim,sim,não,sim,mensal,sim,transferência bancária (automática),95.05,1679.4,3.17
2824-DXNKN,não,feminino,0,sim,sim,72,sim,sim,dsl,sim,não,sim,não,sim,não,dois anos,sim,transferência bancária (automática),71.45,5025.85,2.38
2824-MYYBN,não,feminino,0,sim,sim,37,sim,sim,fibra ótica,não,não,não,não,sim,sim,mensal,sim,cheque eletrônico,95.25,3314.15,3.18
2826-DXLQO,não,masculino,1,sim,não,7,não,sem serviço telefônico,dsl,sim,não,não,não,não,não,mensal,não,transferência bancária (automática),29.8,220.45,0.99
2826-UWHIS,não,masculino,0,sim,não,45,sim,sim,fibra ótica,não,sim,não,não,não,não,mensal,não,transferência bancária (automática),81.4,3775.85,2.71
2828-SLQPF,não,masculino,0,não,não,19,sim,não,dsl,não,não,não,não,não,não,mensal,sim,transferência bancária (automática),45.0,865.85,1.5
2829-HYVZP,não,masculino,0,não,não,29,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,sim,cheque postal,19.8,572.2,0.66
2830-LEWOA,não,masculino,0,sim,sim,61,sim,não,fibra ótica,não,sim,sim,sim,sim,sim,um ano,não,cartão de crédito (automático),103.9,6449.15,3.46
2831-EBWRN,não,masculino,0,não,não,4,sim,não,dsl,não,não,não,não,não,não,mensal,sim,cheque eletrônico,45.9,199.75,1.53
2832-KJCRD,não,feminino,0,não,não,38,sim,sim,fibra ótica,não,não,sim,sim,sim,sim,mensal,sim,cheque eletrônico,103.65,3988.5,3.46
2832-SCUCO,não,feminino,0,não,não,2,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque eletrônico,19.9,57.4,0.66
2833-SLKDQ,sim,masculino,0,não,não,1,sim,não,dsl,não,não,não,não,não,não,mensal,não,cheque postal,45.05,45.05,1.5
2834-JKOOW,não,feminino,0,não,não,15,não,sem serviço telefônico,dsl,sim,sim,sim,sim,não,não,um ano,não,cheque postal,45.9,693.45,1.53
2834-JRTUA,sim,masculino,0,não,não,71,sim,sim,fibra ótica,sim,não,sim,sim,sim,sim,dois anos,sim,cheque eletrônico,108.05,7532.15,3.6
2834-SPCJV,sim,masculino,0,sim,não,52,sim,não,fibra ótica,sim,não,não,não,sim,não,mensal,não,cheque eletrônico,84.1,4348.65,2.8
2839-RFSQE,sim,feminino,0,não,não,2,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,20.65,38.7,0.69
2840-XANRC,sim,masculino,1,sim,não,24,sim,não,fibra ótica,não,não,sim,não,sim,sim,mensal,sim,cheque eletrônico,93.15,2231.05,3.1
2842-BCQGE,não,masculino,0,não,não,43,sim,sim,fibra ótica,não,não,não,não,não,não,mensal,sim,cartão de crédito (automático),75.35,3161.4,2.51
2842-JTCCU,sim,masculino,0,não,não,2,sim,não,dsl,não,não,não,não,não,não,mensal,não,transferência bancária (automática),46.05,80.35,1.54
2843-CQMEG,não,masculino,0,não,não,24,sim,não,dsl,não,sim,não,não,não,não,mensal,sim,cheque postal,49.7,1218.25,1.66
2845-AFFTX,sim,masculino,1,sim,não,41,sim,sim,fibra ótica,não,não,sim,não,sim,sim,mensal,sim,cheque eletrônico,99.8,4259.3,3.33
2845-HSJCY,sim,feminino,0,sim,sim,14,sim,sim,fibra ótica,não,não,sim,não,não,sim,mensal,sim,cheque eletrônico,87.25,1258.6,2.91
2845-KDHVX,não,feminino,0,sim,não,64,sim,não,dsl,não,sim,sim,sim,não,sim,dois anos,sim,cheque postal,68.3,4378.8,2.28
2848-YXSMW,não,masculino,0,sim,sim,72,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cartão de crédito (automático),19.4,1363.25,0.65
2851-MMUTZ,não,feminino,0,não,não,27,sim,não,dsl,não,sim,não,sim,não,não,mensal,sim,cheque postal,56.15,1439.35,1.87
2851-STERV,não,masculino,1,não,não,35,sim,não,dsl,não,não,sim,sim,sim,sim,um ano,sim,cheque eletrônico,73.0,2471.25,2.43
2853-CWQFQ,não,masculino,0,não,sim,1,sim,não,dsl,não,não,não,sim,não,sim,mensal,sim,cheque postal,59.55,59.55,1.98
2856-HYAPG,sim,feminino,0,não,não,1,sim,não,fibra ótica,não,não,não,não,não,não,mensal,não,cheque eletrônico,68.65,68.65,2.29
2856-NNASM,sim,masculino,1,não,não,43,sim,não,fibra ótica,não,não,não,não,sim,sim,mensal,sim,cheque postal,89.55,3856.75,2.98
2858-EIMXH,não,feminino,1,sim,não,53,sim,sim,fibra ótica,não,não,não,não,sim,sim,um ano,sim,cartão de crédito (automático),95.85,5016.25,3.2
2858-MOFSQ,sim,feminino,0,não,sim,17,sim,sim,dsl,não,não,sim,não,não,não,um ano,sim,cheque postal,55.85,937.5,1.86
2860-RANUS,sim,feminino,1,não,não,20,sim,sim,fibra ótica,não,não,não,não,não,sim,mensal,sim,cartão de crédito (automático),85.8,1727.5,2.86
2862-JVEOY,não,masculino,0,não,não,6,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,não,cheque postal,19.15,124.4,0.64
2862-PFNIK,não,masculino,0,não,sim,1,não,sem serviço telefônico,dsl,não,não,não,não,não,não,mensal,sim,cheque eletrônico,24.7,24.7,0.82
2863-IMQDR,não,feminino,0,não,não,61,sim,sim,dsl,sim,sim,sim,sim,sim,sim,dois anos,não,cheque eletrônico,89.65,5308.7,2.99
2865-TCHJW,sim,feminino,1,não,não,4,sim,sim,fibra ótica,não,não,sim,não,sim,não,mensal,sim,cheque eletrônico,89.2,346.2,2.97
2866-IKBTM,não,feminino,0,não,não,1,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,19.55,19.55,0.65
2867-UIMSS,sim,masculino,0,não,não,1,sim,não,fibra ótica,não,não,não,não,não,sim,mensal,não,cheque eletrônico,80.5,80.5,2.68
2868-LLSKM,não,feminino,0,sim,sim,68,sim,sim,fibra ótica,não,sim,não,sim,não,não,um ano,sim,transferência bancária (automática),83.65,5733.4,2.79
2868-MZAGQ,sim,masculino,0,não,não,1,sim,não,fibra ótica,não,não,não,não,não,sim,mensal,sim,cheque eletrônico,79.25,79.25,2.64
2868-SNELZ,sim,feminino,0,não,não,2,sim,sim,fibra ótica,não,não,sim,não,não,não,mensal,não,cheque postal,80.6,155.8,2.69
2869-ADAWR,sim,feminino,0,não,não,45,sim,sim,fibra ótica,não,sim,não,não,sim,não,mensal,sim,cartão de crédito (automático),89.3,4016.85,2.98
2873-ZLIWT,sim,feminino,0,sim,sim,40,sim,sim,fibra ótica,não,não,sim,sim,não,não,mensal,sim,cheque eletrônico,84.85,3303.05,2.83
2874-YXVVA,não,feminino,0,não,não,34,sim,não,fibra ótica,não,sim,sim,sim,sim,sim,mensal,sim,cheque eletrônico,105.1,3634.8,3.5
2876-GZYZC,não,feminino,0,não,não,13,sim,sim,fibra ótica,não,não,não,não,não,sim,mensal,sim,cheque eletrônico,85.95,1215.65,2.86
2876-VBBBL,sim,feminino,0,não,não,1,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,sim,cheque postal,20.25,20.25,0.68
2877-VDUER,não,feminino,0,sim,sim,35,não,sem serviço telefônico,dsl,não,não,não,sim,sim,não,um ano,não,cheque postal,40.9,1383.6,1.36
2878-DHMIN,não,masculino,0,sim,sim,35,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,não,cheque eletrônico,19.9,666.0,0.66
2878-RMWXY,não,masculino,1,sim,não,72,sim,sim,fibra ótica,sim,sim,sim,não,não,sim,dois anos,sim,cartão de crédito (automático),102.65,7550.3,3.42
2880-FPNAE,não,masculino,1,sim,não,2,sim,não,fibra ótica,não,não,sim,não,não,não,mensal,sim,cheque eletrônico,74.2,140.1,2.47
2882-DDZPG,não,feminino,0,não,não,12,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,transferência bancária (automática),19.45,227.45,0.65
2882-WDTBA,não,masculino,0,sim,sim,69,sim,não,dsl,sim,sim,sim,sim,sim,não,dois anos,sim,transferência bancária (automática),75.75,5388.15,2.52
2883-ILGWO,não,masculino,1,não,não,57,sim,sim,fibra ótica,não,sim,não,sim,sim,sim,mensal,sim,transferência bancária (automática),104.9,5913.95,3.5
2884-GBPFB,sim,feminino,0,sim,não,35,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque eletrônico,70.3,2416.55,2.34
2885-HIJDH,não,masculino,0,sim,sim,69,sim,sim,dsl,sim,não,sim,sim,sim,sim,dois anos,não,transferência bancária (automática),86.9,6194.1,2.9
2886-KEFUM,sim,feminino,0,sim,não,63,sim,sim,fibra ótica,não,sim,sim,não,sim,sim,um ano,sim,cheque eletrônico,107.5,6873.75,3.58
2887-JPYLU,não,feminino,0,não,sim,41,sim,não,dsl,não,não,não,não,não,não,mensal,não,transferência bancária (automática),45.2,1841.9,1.51
2888-ADFAO,não,feminino,0,sim,sim,47,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,sim,transferência bancária (automática),21.3,1041.8,0.71
2889-FPWRM,sim,masculino,0,sim,não,72,sim,sim,fibra ótica,sim,sim,sim,sim,sim,sim,um ano,sim,transferência bancária (automática),117.8,8684.8,3.93
2890-WFBHU,não,feminino,0,não,não,59,sim,sim,dsl,sim,sim,sim,sim,não,sim,um ano,não,cartão de crédito (automático),79.85,4786.1,2.66
2892-GESUL,não,feminino,0,sim,sim,18,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cheque postal,19.35,309.25,0.64
2894-QOJRX,sim,feminino,0,sim,não,25,não,sem serviço telefônico,dsl,não,não,não,não,sim,não,mensal,sim,transferência bancária (automática),34.0,853.0,1.13
2896-TBNBE,não,masculino,0,sim,não,40,sim,não,fibra ótica,não,sim,sim,não,não,não,um ano,não,cheque eletrônico,80.8,3132.75,2.69
2897-DOVND,não,masculino,0,não,não,2,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque eletrônico,69.8,146.65,2.33
2898-LSJGD,sim,feminino,0,sim,sim,21,não,sem serviço telefônico,dsl,sim,não,sim,não,sim,sim,um ano,sim,cheque eletrônico,55.95,1157.05,1.86
2898-MRKPI,não,masculino,0,sim,sim,68,sim,sim,fibra ótica,não,sim,não,não,sim,sim,um ano,sim,cartão de crédito (automático),101.05,6770.5,3.37
2900-PHPLN,não,feminino,1,sim,não,70,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,sim,cartão de crédito (automático),19.55,1462.05,0.65
2903-YYTBW,não,masculino,0,sim,sim,1,sim,não,dsl,não,não,não,não,não,não,mensal,não,cheque eletrônico,44.55,44.55,1.48
2904-GGUAZ,não,feminino,0,sim,não,72,sim,sim,fibra ótica,sim,sim,não,não,não,não,dois anos,sim,transferência bancária (automática),84.05,6052.25,2.8
2905-KFQUV,não,feminino,0,sim,não,2,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cartão de crédito (automático),70.4,154.8,2.35
2907-ILJBN,não,feminino,0,sim,sim,11,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,não,cheque postal,20.6,233.9,0.69
2908-WGAXL,não,feminino,0,sim,sim,56,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,sim,cartão de crédito (automático),24.95,1468.9,0.83
2908-ZTPNF,não,feminino,0,não,não,36,não,sem serviço telefônico,dsl,não,sim,não,sim,não,não,mensal,sim,transferência bancária (automática),34.85,1267.2,1.16
2911-IJORQ,não,masculino,0,não,não,37,sim,sim,dsl,sim,sim,sim,sim,sim,sim,um ano,sim,transferência bancária (automática),90.6,3358.65,3.02
2911-UREFD,sim,feminino,0,sim,não,39,não,sem serviço telefônico,dsl,sim,não,sim,não,sim,sim,mensal,não,cheque eletrônico,55.9,2184.35,1.86
2911-WDXMV,não,masculino,0,não,sim,18,sim,sim,fibra ótica,não,não,sim,não,não,não,mensal,sim,cartão de crédito (automático),80.55,1406.65,2.68
2916-BQZLN,não,masculino,0,não,não,19,sim,sim,fibra ótica,sim,não,sim,não,não,não,mensal,sim,cheque eletrônico,84.75,1651.95,2.82
2919-HBCJO,sim,feminino,0,não,não,4,sim,não,fibra ótica,não,sim,não,não,não,não,mensal,sim,transferência bancária (automática),76.65,333.6,2.56
2920-RNCEZ,não,masculino,0,sim,sim,1,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cartão de crédito (automático),69.95,69.95,2.33
2921-XWDJH,não,feminino,1,sim,não,38,sim,não,fibra ótica,sim,não,não,não,não,sim,mensal,sim,cheque eletrônico,83.45,3147.15,2.78
2924-KHUVI,não,masculino,0,sim,não,56,sim,sim,fibra ótica,sim,não,não,não,sim,sim,um ano,sim,cheque eletrônico,100.55,5514.95,3.35
2925-MXLSX,não,feminino,0,não,não,30,sim,sim,dsl,não,sim,sim,não,sim,não,um ano,sim,cartão de crédito (automático),68.95,2038.7,2.3
2925-VDZHY,não,masculino,0,sim,sim,72,sim,sim,dsl,sim,sim,sim,sim,sim,sim,dois anos,não,cartão de crédito (automático),88.7,6501.35,2.96
2926-JEJJC,não,feminino,0,não,não,8,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,sim,transferência bancária (automática),20.2,140.95,0.67
2927-CVULT,não,feminino,0,sim,sim,53,sim,sim,fibra ótica,sim,sim,sim,sim,não,sim,dois anos,sim,transferência bancária (automática),104.05,5566.4,3.47
2927-QRRQV,não,masculino,0,sim,não,46,sim,sim,fibra ótica,não,sim,sim,não,sim,não,um ano,sim,cheque eletrônico,94.65,4312.5,3.16
2928-HLDBA,não,feminino,0,não,não,6,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,20.7,112.75,0.69
2929-ERCFZ,sim,feminino,0,sim,sim,8,sim,não,fibra ótica,não,não,sim,não,sim,sim,mensal,sim,cheque eletrônico,94.2,777.3,3.14
2929-QNSRW,sim,feminino,0,sim,não,56,sim,sim,fibra ótica,não,sim,não,não,sim,sim,um ano,sim,cheque eletrônico,98.25,5508.35,3.28
2930-UOTMB,sim,feminino,0,não,não,31,sim,sim,dsl,sim,não,sim,sim,não,não,mensal,não,cartão de crédito (automático),65.25,1994.3,2.17
2931-FSOHN,não,masculino,1,não,não,13,sim,não,dsl,não,sim,não,não,sim,não,mensal,sim,cheque eletrônico,59.9,788.35,2.0
2931-SVLTV,não,masculino,0,sim,sim,40,sim,sim,fibra ótica,sim,sim,não,sim,sim,sim,mensal,sim,cartão de crédito (automático),110.1,4469.1,3.67
2931-VUVJN,não,feminino,1,sim,não,59,sim,sim,fibra ótica,sim,sim,sim,sim,não,não,um ano,sim,cheque eletrônico,94.05,5483.9,3.14
2931-XIQBR,não,feminino,0,sim,sim,50,sim,não,fibra ótica,não,não,sim,sim,sim,sim,um ano,não,cheque postal,103.05,5153.5,3.44
2933-FILNV,sim,feminino,0,sim,sim,2,não,sem serviço telefônico,dsl,não,não,não,não,não,não,mensal,sim,cheque postal,24.4,36.55,0.81
2933-XEUJM,não,feminino,0,não,não,46,sim,sim,dsl,sim,não,sim,não,sim,sim,dois anos,não,cheque postal,79.2,3593.8,2.64
2937-FTHUR,não,feminino,0,não,sim,18,sim,sim,dsl,sim,não,não,não,não,sim,mensal,não,cheque eletrônico,64.8,1166.7,2.16
2946-KIQSP,não,feminino,0,não,não,35,não,sem serviço telefônico,dsl,não,não,sim,sim,não,não,mensal,sim,cheque postal,33.45,1175.85,1.12
2947-DOMLJ,sim,masculino,0,não,sim,1,sim,não,dsl,sim,não,não,não,não,não,mensal,não,cheque postal,50.6,50.6,1.69
2951-QOQTK,sim,masculino,0,não,sim,4,sim,sim,fibra ótica,não,não,não,sim,não,não,mensal,não,cartão de crédito (automático),80.8,332.45,2.69
2952-QAYZF,sim,masculino,0,não,não,5,sim,sim,fibra ótica,não,sim,sim,não,não,não,mensal,sim,cheque eletrônico,85.3,424.15,2.84
2954-PIBKO,não,feminino,0,sim,sim,69,sim,sim,dsl,sim,não,sim,sim,não,não,dois anos,sim,cartão de crédito (automático),64.15,4254.1,2.14
2955-BJZHG,sim,masculino,0,sim,sim,17,sim,não,fibra ótica,não,não,não,não,sim,não,mensal,não,cheque eletrônico,80.85,1400.85,2.7
2955-PSXOE,sim,feminino,0,não,não,1,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,sim,transferência bancária (automática),20.2,20.2,0.67
